absEta_1_1.4442-bad 0.0246 0
absEta_1.566_2-gold 0.0200 0
absEta_1_1.4442-gold 0.0133 0
absEta_0_1-bad 0.0114 0
absEta_1.566_2-bad 0.0229 0
absEta_2_2.5-bad 0.0236 0
absEta_2_2.5-gold 0.0246 0
absEta_0_1-gold 0.0092 0
